PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,TYPE HOGER ONDERWIJS,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,2014 Man,2014 Vrouw,2015 Man,2015 Vrouw,2016 Man,2016 Vrouw,2017 Man,2017 Vrouw,2018 Man,2018 Vrouw
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68504,M Leraar Voorbereidend Hoger Onderwijs in Engels,voltijd onderwijs,master,4,23,3,15,4,10,3,14,2,3
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68505,M Leraar Voorbereidend Hoger Onderwijs in Filosofie,deeltijd onderwijs,master,0,1,0,1,0,0,1,0,2,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68505,M Leraar Voorbereidend Hoger Onderwijs in Filosofie,voltijd onderwijs,master,3,0,2,2,2,0,1,2,0,1
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68506,M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting,deeltijd onderwijs,master,3,2,2,0,2,0,2,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68506,M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting,voltijd onderwijs,master,11,9,10,7,15,6,13,5,3,2
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68507,M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing,deeltijd onderwijs,master,0,0,0,1,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68507,M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing,voltijd onderwijs,master,3,3,1,1,2,0,0,1,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68508,M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen,voltijd onderwijs,master,1,2,1,3,1,2,0,4,0,1
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68509,M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen,deeltijd onderwijs,master,1,0,2,1,2,0,2,0,1,1
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68509,M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen,voltijd onderwijs,master,5,5,3,4,3,5,2,4,2,4
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68511,M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde,deeltijd onderwijs,master,1,0,0,0,1,1,0,1,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68511,M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde,voltijd onderwijs,master,3,0,2,0,1,0,2,0,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68512,M Leraar Voorbereidend Hoger Onderwijs in Nederlands,deeltijd onderwijs,master,0,1,0,4,1,5,1,6,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68512,M Leraar Voorbereidend Hoger Onderwijs in Nederlands,voltijd onderwijs,master,4,9,0,11,2,12,1,15,0,4
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68513,M Leraar Voorbereidend Hoger Onderwijs in Scheikunde,deeltijd onderwijs,master,1,0,1,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68513,M Leraar Voorbereidend Hoger Onderwijs in Scheikunde,voltijd onderwijs,master,1,5,0,1,2,1,5,5,0,1
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68514,M Leraar Voorbereidend Hoger Onderwijs in Spaans,deeltijd onderwijs,master,0,0,0,0,0,0,0,1,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68514,M Leraar Voorbereidend Hoger Onderwijs in Spaans,voltijd onderwijs,master,0,2,2,4,0,2,0,1,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68516,M Leraar Voorbereidend Hoger Onderwijs in Wiskunde,deeltijd onderwijs,master,0,1,1,1,0,0,1,0,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68516,M Leraar Voorbereidend Hoger Onderwijs in Wiskunde,voltijd onderwijs,master,1,0,2,2,1,3,1,0,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68517,M Leraar Voorbereidend Hoger Onderwijs in Frans,deeltijd onderwijs,master,0,1,0,1,0,0,0,1,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68517,M Leraar Voorbereidend Hoger Onderwijs in Frans,voltijd onderwijs,master,1,2,0,5,0,1,1,1,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68518,M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie,deeltijd onderwijs,master,2,3,0,0,0,0,2,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68518,M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie,voltijd onderwijs,master,2,1,0,2,1,2,1,2,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68519,M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur,deeltijd onderwijs,master,2,0,1,0,0,1,1,1,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68519,M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,1,7,3,5,4,10,4,4,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68533,M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen,deeltijd onderwijs,master,0,0,0,0,0,0,0,0,2,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68533,M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen,voltijd onderwijs,master,0,0,0,0,0,0,0,0,8,10
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68534,M Leraar Voorbereidend Hoger Onderwijs in de Taal en Cultuurwetenschappen,deeltijd onderwijs,master,0,0,0,0,0,0,0,0,1,2
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68534,M Leraar Voorbereidend Hoger Onderwijs in de Taal en Cultuurwetenschappen,voltijd onderwijs,master,0,0,0,0,0,0,0,0,9,29
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68535,M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen,deeltijd onderwijs,master,0,0,0,0,0,0,0,0,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,postmaster,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68535,M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen,voltijd onderwijs,master,0,0,0,0,0,0,0,0,23,13
